ID,Data,Categoria,Descrição,Valor,Forma de Pagamento,Renda Mensal,Localização
518,2024-08-20,Transporte,Despesa 518 em transporte,114.35,Dinheiro,3500.0,Curitiba
519,2024-03-05,Moradia,Despesa 519 em moradia,1257.63,Dinheiro,3500.0,São Paulo
520,2024-02-27,Moradia,Despesa 520 em moradia,391.33,Cartão de Crédito,3500.0,Salvador
521,2023-12-23,Saúde,Despesa 521 em saúde,310.87,Dinheiro,3500.0,Salvador
522,2024-03-16,Moradia,Despesa 522 em moradia,1179.13,Transferência,3500.0,Belo Horizonte
523,2023-11-16,Entretenimento,Despesa 523 em entretenimento,617.2,Cartão de Crédito,3500.0,São Paulo
524,2024-04-16,Transporte,Despesa 524 em transporte,655.92,Cartão de Crédito,3500.0,Belo Horizonte
525,2024-01-03,Saúde,Despesa 525 em saúde,1416.81,Cartão de Crédito,3500.0,Curitiba
526,2024-03-22,Moradia,Despesa 526 em moradia,108.96,Cartão de Crédito,3500.0,Rio de Janeiro
527,2023-10-27,Saúde,Despesa 527 em saúde,125.97,Transferência,3500.0,Rio de Janeiro
528,2023-11-10,Saúde,Despesa 528 em saúde,72.53,Transferência,3500.0,Curitiba
529,2023-12-18,Alimentação,Despesa 529 em alimentação,198.32,Transferência,3500.0,São Paulo
530,2024-04-08,Moradia,Despesa 530 em moradia,585.91,Dinheiro,3500.0,São Paulo
531,2024-08-21,Transporte,Despesa 531 em transporte,696.27,Dinheiro,3500.0,Salvador
532,2024-09-03,Transporte,Despesa 532 em transporte,70.19,Transferência,3500.0,Curitiba
533,2024-07-16,Entretenimento,Despesa 533 em entretenimento,793.43,Dinheiro,3500.0,Salvador
534,2024-10-04,Saúde,Despesa 534 em saúde,615.73,Dinheiro,3500.0,Rio de Janeiro
535,2023-10-30,Entretenimento,Despesa 535 em entretenimento,1279.02,Cartão de Crédito,3500.0,Salvador
536,2024-03-21,Moradia,Despesa 536 em moradia,1189.31,Cartão de Crédito,3500.0,Rio de Janeiro
537,2024-09-12,Alimentação,Despesa 537 em alimentação,409.86,Transferência,3500.0,Rio de Janeiro
538,2023-10-19,Transporte,Despesa 538 em transporte,1034.89,Dinheiro,3500.0,Salvador
539,2024-03-16,Moradia,Despesa 539 em moradia,131.4,Transferência,3500.0,São Paulo
540,2024-01-24,Saúde,Despesa 540 em saúde,755.98,Cartão de Crédito,3500.0,Rio de Janeiro
541,2024-03-03,Moradia,Despesa 541 em moradia,870.96,Dinheiro,3500.0,Salvador
542,2023-11-12,Alimentação,Despesa 542 em alimentação,147.29,Cartão de Crédito,3500.0,Salvador
543,2024-01-28,Moradia,Despesa 543 em moradia,1176.3,Cartão de Crédito,3500.0,Belo Horizonte
544,2024-04-17,Moradia,Despesa 544 em moradia,1279.97,Cartão de Crédito,3500.0,São Paulo
545,2024-09-02,Transporte,Despesa 545 em transporte,131.62,Dinheiro,3500.0,Salvador
546,2024-04-14,Alimentação,Despesa 546 em alimentação,1282.54,Dinheiro,3500.0,Belo Horizonte
547,2024-07-16,Alimentação,Despesa 547 em alimentação,100.22,Transferência,3500.0,Curitiba
548,2023-12-17,Alimentação,Despesa 548 em alimentação,1110.61,Dinheiro,3500.0,Curitiba
549,2024-10-14,Saúde,Despesa 549 em saúde,529.37,Cartão de Crédito,3500.0,Rio de Janeiro
550,2024-01-19,Moradia,Despesa 550 em moradia,816.62,Cartão de Crédito,3500.0,Belo Horizonte
551,2023-12-13,Alimentação,Despesa 551 em alimentação,598.2,Dinheiro,3500.0,São Paulo
552,2024-02-10,Saúde,Despesa 552 em saúde,1390.24,Cartão de Crédito,3500.0,Rio de Janeiro
553,2024-02-06,Moradia,Despesa 553 em moradia,1465.27,Dinheiro,3500.0,Curitiba
554,2024-06-10,Moradia,Despesa 554 em moradia,354.66,Dinheiro,3500.0,Rio de Janeiro
555,2024-08-22,Alimentação,Despesa 555 em alimentação,1263.54,Cartão de Crédito,3500.0,Curitiba
556,2024-09-25,Saúde,Despesa 556 em saúde,1154.39,Cartão de Crédito,3500.0,Curitiba
557,2023-12-02,Moradia,Despesa 557 em moradia,1311.39,Cartão de Crédito,3500.0,Belo Horizonte
558,2024-09-01,Saúde,Despesa 558 em saúde,494.4,Transferência,3500.0,São Paulo
559,2023-12-08,Saúde,Despesa 559 em saúde,1087.78,Transferência,3500.0,São Paulo
560,2024-01-23,Alimentação,Despesa 560 em alimentação,585.84,Transferência,3500.0,Rio de Janeiro
561,2024-05-31,Alimentação,Despesa 561 em alimentação,845.61,Transferência,3500.0,Curitiba
562,2024-01-15,Entretenimento,Despesa 562 em entretenimento,845.67,Cartão de Crédito,3500.0,Curitiba
563,2024-07-25,Entretenimento,Despesa 563 em entretenimento,789.17,Dinheiro,3500.0,São Paulo
564,2024-09-05,Entretenimento,Despesa 564 em entretenimento,1438.55,Cartão de Crédito,3500.0,Belo Horizonte
565,2024-10-09,Alimentação,Despesa 565 em alimentação,1153.41,Dinheiro,3500.0,Belo Horizonte
566,2024-02-13,Transporte,Despesa 566 em transporte,372.66,Cartão de Crédito,3500.0,Rio de Janeiro
567,2023-12-02,Moradia,Despesa 567 em moradia,1220.38,Transferência,3500.0,Belo Horizonte
568,2024-02-16,Alimentação,Despesa 568 em alimentação,568.12,Cartão de Crédito,3500.0,Belo Horizonte
569,2024-08-22,Moradia,Despesa 569 em moradia,907.49,Cartão de Crédito,3500.0,Belo Horizonte
570,2024-02-10,Saúde,Despesa 570 em saúde,522.91,Transferência,3500.0,São Paulo
571,2024-02-14,Alimentação,Despesa 571 em alimentação,732.43,Transferência,3500.0,Salvador
572,2024-08-12,Saúde,Despesa 572 em saúde,419.11,Cartão de Crédito,3500.0,Salvador
573,2024-07-07,Transporte,Despesa 573 em transporte,933.78,Cartão de Crédito,3500.0,Rio de Janeiro
574,2024-02-07,Alimentação,Despesa 574 em alimentação,981.39,Dinheiro,3500.0,Rio de Janeiro
575,2023-10-29,Entretenimento,Despesa 575 em entretenimento,148.81,Cartão de Crédito,3500.0,Rio de Janeiro
576,2024-06-07,Transporte,Despesa 576 em transporte,943.61,Transferência,3500.0,Curitiba
577,2024-07-04,Moradia,Despesa 577 em moradia,1167.59,Dinheiro,3500.0,Salvador
578,2024-09-18,Alimentação,Despesa 578 em alimentação,1282.63,Dinheiro,3500.0,Belo Horizonte
579,2024-03-20,Alimentação,Despesa 579 em alimentação,237.29,Transferência,3500.0,Curitiba
580,2024-02-29,Moradia,Despesa 580 em moradia,269.96,Transferência,3500.0,Belo Horizonte
581,2023-12-07,Saúde,Despesa 581 em saúde,1269.4,Dinheiro,3500.0,Belo Horizonte
582,2024-06-25,Saúde,Despesa 582 em saúde,1274.67,Cartão de Crédito,3500.0,Rio de Janeiro
583,2024-04-25,Alimentação,Despesa 583 em alimentação,323.07,Transferência,3500.0,Rio de Janeiro
584,2024-08-25,Moradia,Despesa 584 em moradia,1442.92,Dinheiro,3500.0,São Paulo
585,2024-07-18,Saúde,Despesa 585 em saúde,247.02,Transferência,3500.0,Curitiba
586,2024-09-09,Entretenimento,Despesa 586 em entretenimento,930.9,Cartão de Crédito,3500.0,Salvador
587,2024-03-07,Moradia,Despesa 587 em moradia,1249.41,Dinheiro,3500.0,Curitiba
588,2024-02-07,Alimentação,Despesa 588 em alimentação,1345.12,Dinheiro,3500.0,Salvador
589,2024-04-14,Saúde,Despesa 589 em saúde,1060.53,Transferência,3500.0,Rio de Janeiro
590,2024-01-20,Entretenimento,Despesa 590 em entretenimento,191.21,Cartão de Crédito,3500.0,São Paulo
591,2024-03-08,Saúde,Despesa 591 em saúde,991.14,Dinheiro,3500.0,São Paulo
592,2024-01-20,Alimentação,Despesa 592 em alimentação,632.7,Cartão de Crédito,3500.0,São Paulo
593,2024-08-30,Moradia,Despesa 593 em moradia,850.32,Cartão de Crédito,3500.0,Curitiba
594,2024-01-06,Alimentação,Despesa 594 em alimentação,1211.41,Cartão de Crédito,3500.0,Belo Horizonte
595,2024-09-05,Alimentação,Despesa 595 em alimentação,1486.72,Transferência,3500.0,São Paulo
596,2024-04-08,Entretenimento,Despesa 596 em entretenimento,1300.08,Transferência,3500.0,Belo Horizonte
597,2024-03-30,Entretenimento,Despesa 597 em entretenimento,147.09,Cartão de Crédito,3500.0,Curitiba
598,2024-05-25,Saúde,Despesa 598 em saúde,1137.6,Dinheiro,3500.0,Salvador
599,2024-04-23,Alimentação,Despesa 599 em alimentação,408.62,Dinheiro,3500.0,Curitiba
600,2024-10-16,Alimentação,Despesa 600 em alimentação,936.94,Transferência,3500.0,Rio de Janeiro
601,2024-07-15,Saúde,Despesa 601 em saúde,1081.15,Cartão de Crédito,3500.0,São Paulo
602,2024-04-09,Transporte,Despesa 602 em transporte,815.33,Dinheiro,3500.0,Curitiba
603,2024-03-25,Alimentação,Despesa 603 em alimentação,803.99,Cartão de Crédito,3500.0,São Paulo
604,2023-12-05,Moradia,Despesa 604 em moradia,1262.67,Transferência,3500.0,Salvador
605,2024-09-24,Saúde,Despesa 605 em saúde,1089.48,Cartão de Crédito,3500.0,Rio de Janeiro
606,2024-01-23,Moradia,Despesa 606 em moradia,83.8,Dinheiro,3500.0,Curitiba
607,2024-01-02,Alimentação,Despesa 607 em alimentação,72.36,Transferência,3500.0,Curitiba
608,2024-02-10,Alimentação,Despesa 608 em alimentação,757.25,Transferência,3500.0,São Paulo
609,2024-09-08,Alimentação,Despesa 609 em alimentação,271.17,Transferência,3500.0,Rio de Janeiro
610,2024-09-21,Entretenimento,Despesa 610 em entretenimento,363.83,Cartão de Crédito,3500.0,Salvador
611,2024-06-21,Transporte,Despesa 611 em transporte,914.12,Dinheiro,3500.0,Curitiba
612,2024-09-26,Moradia,Despesa 612 em moradia,1323.87,Transferência,3500.0,Curitiba
613,2024-03-15,Saúde,Despesa 613 em saúde,239.34,Transferência,3500.0,Rio de Janeiro
614,2024-01-05,Saúde,Despesa 614 em saúde,1473.43,Transferência,3500.0,Belo Horizonte
615,2024-01-26,Alimentação,Despesa 615 em alimentação,721.39,Transferência,3500.0,Belo Horizonte
616,2024-02-28,Saúde,Despesa 616 em saúde,1406.81,Cartão de Crédito,3500.0,Salvador
617,2024-03-19,Moradia,Despesa 617 em moradia,1108.79,Cartão de Crédito,3500.0,Rio de Janeiro
618,2024-09-29,Moradia,Despesa 618 em moradia,1418.71,Dinheiro,3500.0,São Paulo
619,2024-04-02,Entretenimento,Despesa 619 em entretenimento,248.3,Cartão de Crédito,3500.0,Rio de Janeiro
620,2024-05-13,Entretenimento,Despesa 620 em entretenimento,1264.34,Dinheiro,3500.0,Belo Horizonte
621,2024-08-03,Saúde,Despesa 621 em saúde,191.09,Transferência,3500.0,Rio de Janeiro
622,2024-03-17,Alimentação,Despesa 622 em alimentação,1403.34,Dinheiro,3500.0,Belo Horizonte
623,2024-06-25,Moradia,Despesa 623 em moradia,299.4,Cartão de Crédito,3500.0,São Paulo
624,2023-10-21,Alimentação,Despesa 624 em alimentação,1358.92,Transferência,3500.0,Belo Horizonte
625,2023-10-20,Alimentação,Despesa 625 em alimentação,1435.58,Dinheiro,3500.0,Belo Horizonte
626,2024-09-17,Transporte,Despesa 626 em transporte,639.38,Transferência,3500.0,Rio de Janeiro
627,2024-03-04,Moradia,Despesa 627 em moradia,398.22,Transferência,3500.0,Salvador
628,2024-02-17,Transporte,Despesa 628 em transporte,89.11,Transferência,3500.0,São Paulo
629,2024-01-30,Alimentação,Despesa 629 em alimentação,737.0,Dinheiro,3500.0,Rio de Janeiro
630,2024-03-19,Moradia,Despesa 630 em moradia,775.98,Dinheiro,3500.0,Curitiba
631,2024-03-29,Moradia,Despesa 631 em moradia,1487.22,Transferência,3500.0,São Paulo
632,2024-06-22,Alimentação,Despesa 632 em alimentação,1393.19,Cartão de Crédito,3500.0,Belo Horizonte
633,2024-07-27,Entretenimento,Despesa 633 em entretenimento,517.45,Cartão de Crédito,3500.0,Salvador
634,2023-12-15,Transporte,Despesa 634 em transporte,225.62,Cartão de Crédito,3500.0,Salvador
635,2023-11-12,Alimentação,Despesa 635 em alimentação,889.17,Cartão de Crédito,3500.0,Rio de Janeiro
636,2024-02-21,Entretenimento,Despesa 636 em entretenimento,728.96,Transferência,3500.0,Rio de Janeiro
637,2024-02-06,Entretenimento,Despesa 637 em entretenimento,926.68,Dinheiro,3500.0,Curitiba
638,2023-12-03,Entretenimento,Despesa 638 em entretenimento,239.91,Dinheiro,3500.0,São Paulo
639,2024-01-10,Entretenimento,Despesa 639 em entretenimento,1013.78,Dinheiro,3500.0,Rio de Janeiro
640,2023-12-24,Alimentação,Despesa 640 em alimentação,13.34,Transferência,3500.0,Salvador
641,2023-11-15,Entretenimento,Despesa 641 em entretenimento,1134.73,Dinheiro,3500.0,Belo Horizonte
642,2024-07-01,Alimentação,Despesa 642 em alimentação,212.47,Transferência,3500.0,Curitiba
643,2024-02-13,Moradia,Despesa 643 em moradia,606.16,Transferência,3500.0,São Paulo
644,2024-08-25,Transporte,Despesa 644 em transporte,1289.71,Cartão de Crédito,3500.0,Belo Horizonte
645,2024-05-03,Alimentação,Despesa 645 em alimentação,625.72,Cartão de Crédito,3500.0,Salvador
646,2024-09-14,Moradia,Despesa 646 em moradia,838.51,Transferência,3500.0,Salvador
647,2024-05-25,Saúde,Despesa 647 em saúde,416.69,Transferência,3500.0,Rio de Janeiro
648,2024-08-05,Saúde,Despesa 648 em saúde,1331.69,Dinheiro,3500.0,Belo Horizonte
649,2024-07-09,Alimentação,Despesa 649 em alimentação,469.0,Cartão de Crédito,3500.0,Belo Horizonte
650,2024-09-11,Entretenimento,Despesa 650 em entretenimento,809.27,Dinheiro,3500.0,Rio de Janeiro
651,2024-07-26,Saúde,Despesa 651 em saúde,643.23,Cartão de Crédito,3500.0,Salvador
652,2023-11-08,Alimentação,Despesa 652 em alimentação,856.56,Dinheiro,3500.0,Salvador
653,2024-01-27,Alimentação,Despesa 653 em alimentação,490.36,Dinheiro,3500.0,Salvador
654,2023-12-03,Alimentação,Despesa 654 em alimentação,1162.72,Cartão de Crédito,3500.0,Rio de Janeiro
655,2024-09-05,Alimentação,Despesa 655 em alimentação,1496.52,Dinheiro,3500.0,Curitiba
656,2023-10-19,Saúde,Despesa 656 em saúde,487.94,Dinheiro,3500.0,Salvador
657,2024-08-28,Entretenimento,Despesa 657 em entretenimento,1346.42,Cartão de Crédito,3500.0,Belo Horizonte
658,2024-08-19,Entretenimento,Despesa 658 em entretenimento,1065.93,Cartão de Crédito,3500.0,Curitiba
659,2024-07-15,Entretenimento,Despesa 659 em entretenimento,259.79,Transferência,3500.0,Salvador
660,2024-09-28,Transporte,Despesa 660 em transporte,1476.75,Dinheiro,3500.0,São Paulo
661,2024-07-06,Moradia,Despesa 661 em moradia,641.88,Transferência,3500.0,Rio de Janeiro
662,2024-04-21,Alimentação,Despesa 662 em alimentação,449.22,Cartão de Crédito,3500.0,São Paulo
663,2024-06-17,Saúde,Despesa 663 em saúde,719.09,Transferência,3500.0,Rio de Janeiro
664,2024-04-07,Saúde,Despesa 664 em saúde,771.88,Transferência,3500.0,Salvador
665,2024-03-03,Transporte,Despesa 665 em transporte,1081.39,Dinheiro,3500.0,Curitiba
666,2024-04-21,Saúde,Despesa 666 em saúde,432.77,Cartão de Crédito,3500.0,Belo Horizonte
667,2024-05-26,Transporte,Despesa 667 em transporte,1097.21,Cartão de Crédito,3500.0,Rio de Janeiro
668,2024-08-03,Saúde,Despesa 668 em saúde,459.37,Transferência,3500.0,Salvador
669,2023-12-18,Alimentação,Despesa 669 em alimentação,1345.29,Dinheiro,3500.0,Belo Horizonte
670,2024-04-14,Alimentação,Despesa 670 em alimentação,1242.11,Transferência,3500.0,Curitiba
671,2024-04-24,Saúde,Despesa 671 em saúde,551.13,Dinheiro,3500.0,Curitiba
672,2024-08-22,Alimentação,Despesa 672 em alimentação,819.09,Transferência,3500.0,Curitiba
673,2024-03-31,Entretenimento,Despesa 673 em entretenimento,978.79,Transferência,3500.0,São Paulo
674,2023-10-22,Entretenimento,Despesa 674 em entretenimento,1295.18,Dinheiro,3500.0,São Paulo
675,2024-02-16,Transporte,Despesa 675 em transporte,145.76,Dinheiro,3500.0,Belo Horizonte
676,2024-01-30,Alimentação,Despesa 676 em alimentação,423.41,Cartão de Crédito,3500.0,São Paulo
677,2024-08-30,Entretenimento,Despesa 677 em entretenimento,104.07,Cartão de Crédito,3500.0,Salvador
678,2024-09-05,Transporte,Despesa 678 em transporte,620.66,Transferência,3500.0,Rio de Janeiro
679,2023-12-22,Entretenimento,Despesa 679 em entretenimento,597.14,Dinheiro,3500.0,São Paulo
680,2023-12-15,Alimentação,Despesa 680 em alimentação,1289.21,Dinheiro,3500.0,Belo Horizonte
681,2023-12-26,Saúde,Despesa 681 em saúde,749.45,Dinheiro,3500.0,Curitiba
682,2024-01-26,Transporte,Despesa 682 em transporte,261.36,Transferência,3500.0,São Paulo
683,2024-03-31,Entretenimento,Despesa 683 em entretenimento,172.35,Dinheiro,3500.0,Curitiba
684,2023-10-25,Transporte,Despesa 684 em transporte,362.5,Transferência,3500.0,Curitiba
685,2024-01-05,Moradia,Despesa 685 em moradia,1155.01,Transferência,3500.0,São Paulo
686,2024-04-22,Transporte,Despesa 686 em transporte,645.53,Transferência,3500.0,Belo Horizonte
687,2023-11-22,Entretenimento,Despesa 687 em entretenimento,311.33,Dinheiro,3500.0,Salvador
688,2024-07-05,Entretenimento,Despesa 688 em entretenimento,278.56,Dinheiro,3500.0,São Paulo
689,2024-07-06,Entretenimento,Despesa 689 em entretenimento,918.96,Dinheiro,3500.0,Rio de Janeiro
690,2024-01-29,Transporte,Despesa 690 em transporte,367.29,Dinheiro,3500.0,São Paulo
691,2024-06-25,Moradia,Despesa 691 em moradia,1193.44,Dinheiro,3500.0,Curitiba
692,2024-01-04,Transporte,Despesa 692 em transporte,263.2,Dinheiro,3500.0,Curitiba
693,2024-01-14,Transporte,Despesa 693 em transporte,949.17,Cartão de Crédito,3500.0,Salvador
694,2024-04-01,Transporte,Despesa 694 em transporte,1351.91,Cartão de Crédito,3500.0,Curitiba
695,2023-12-20,Saúde,Despesa 695 em saúde,451.07,Dinheiro,3500.0,Belo Horizonte
696,2023-12-05,Entretenimento,Despesa 696 em entretenimento,1010.6,Dinheiro,3500.0,Rio de Janeiro
697,2024-01-23,Saúde,Despesa 697 em saúde,954.65,Transferência,3500.0,Rio de Janeiro
698,2023-12-19,Alimentação,Despesa 698 em alimentação,202.55,Cartão de Crédito,3500.0,Rio de Janeiro
699,2023-11-23,Transporte,Despesa 699 em transporte,972.09,Dinheiro,3500.0,Belo Horizonte
700,2023-12-08,Transporte,Despesa 700 em transporte,665.16,Cartão de Crédito,3500.0,São Paulo
701,2024-07-07,Saúde,Despesa 701 em saúde,1226.98,Dinheiro,3500.0,Rio de Janeiro
702,2024-09-14,Moradia,Despesa 702 em moradia,1052.66,Cartão de Crédito,3500.0,São Paulo
703,2024-09-14,Alimentação,Despesa 703 em alimentação,21.33,Dinheiro,3500.0,Curitiba
704,2024-03-19,Entretenimento,Despesa 704 em entretenimento,40.86,Cartão de Crédito,3500.0,Salvador
705,2024-06-15,Transporte,Despesa 705 em transporte,1358.47,Cartão de Crédito,3500.0,Belo Horizonte
706,2023-12-17,Transporte,Despesa 706 em transporte,291.83,Dinheiro,3500.0,Salvador
707,2024-03-10,Saúde,Despesa 707 em saúde,1408.28,Cartão de Crédito,3500.0,Belo Horizonte
708,2023-10-19,Alimentação,Despesa 708 em alimentação,850.43,Transferência,3500.0,Rio de Janeiro
709,2023-11-10,Entretenimento,Despesa 709 em entretenimento,451.19,Transferência,3500.0,Curitiba
710,2024-03-27,Moradia,Despesa 710 em moradia,951.22,Dinheiro,3500.0,Salvador
711,2024-07-23,Alimentação,Despesa 711 em alimentação,862.07,Dinheiro,3500.0,Curitiba
712,2024-06-20,Alimentação,Despesa 712 em alimentação,1292.55,Cartão de Crédito,3500.0,São Paulo
713,2023-11-27,Moradia,Despesa 713 em moradia,791.84,Dinheiro,3500.0,Curitiba
714,2024-04-23,Moradia,Despesa 714 em moradia,1173.28,Cartão de Crédito,3500.0,São Paulo
715,2024-06-19,Moradia,Despesa 715 em moradia,1382.43,Cartão de Crédito,3500.0,Belo Horizonte
716,2024-08-21,Moradia,Despesa 716 em moradia,500.62,Cartão de Crédito,3500.0,Belo Horizonte
717,2023-12-20,Saúde,Despesa 717 em saúde,44.07,Cartão de Crédito,3500.0,Belo Horizonte
718,2023-11-24,Entretenimento,Despesa 718 em entretenimento,888.13,Cartão de Crédito,3500.0,Rio de Janeiro
719,2024-08-25,Moradia,Despesa 719 em moradia,109.28,Cartão de Crédito,3500.0,Rio de Janeiro
720,2024-05-07,Alimentação,Despesa 720 em alimentação,866.25,Transferência,3500.0,Rio de Janeiro
721,2023-11-14,Saúde,Despesa 721 em saúde,686.73,Transferência,3500.0,Rio de Janeiro
722,2024-09-15,Alimentação,Despesa 722 em alimentação,1250.55,Cartão de Crédito,3500.0,Curitiba
723,2023-10-22,Entretenimento,Despesa 723 em entretenimento,1308.27,Dinheiro,3500.0,Curitiba
724,2024-08-21,Entretenimento,Despesa 724 em entretenimento,1187.54,Cartão de Crédito,3500.0,Rio de Janeiro
725,2024-02-20,Alimentação,Despesa 725 em alimentação,1385.11,Dinheiro,3500.0,Curitiba
726,2023-12-05,Transporte,Despesa 726 em transporte,640.34,Transferência,3500.0,São Paulo
727,2024-07-19,Moradia,Despesa 727 em moradia,722.57,Transferência,3500.0,Curitiba
728,2024-05-01,Saúde,Despesa 728 em saúde,814.43,Dinheiro,3500.0,Salvador
729,2024-10-12,Entretenimento,Despesa 729 em entretenimento,1474.4,Cartão de Crédito,3500.0,Curitiba
730,2024-01-13,Alimentação,Despesa 730 em alimentação,709.23,Transferência,3500.0,Belo Horizonte
731,2024-01-27,Transporte,Despesa 731 em transporte,252.83,Dinheiro,3500.0,Salvador
732,2024-08-09,Moradia,Despesa 732 em moradia,278.91,Cartão de Crédito,3500.0,Rio de Janeiro
733,2023-10-29,Saúde,Despesa 733 em saúde,1305.52,Transferência,3500.0,Belo Horizonte
734,2024-06-14,Moradia,Despesa 734 em moradia,87.9,Cartão de Crédito,3500.0,Rio de Janeiro
735,2024-07-25,Alimentação,Despesa 735 em alimentação,1304.7,Transferência,3500.0,Belo Horizonte
736,2024-04-21,Entretenimento,Despesa 736 em entretenimento,708.1,Dinheiro,3500.0,Curitiba
737,2024-04-25,Moradia,Despesa 737 em moradia,780.84,Cartão de Crédito,3500.0,Salvador
738,2024-01-27,Entretenimento,Despesa 738 em entretenimento,469.08,Dinheiro,3500.0,Salvador
739,2024-04-19,Entretenimento,Despesa 739 em entretenimento,370.43,Cartão de Crédito,3500.0,Curitiba
740,2024-03-15,Saúde,Despesa 740 em saúde,1305.01,Cartão de Crédito,3500.0,São Paulo
741,2024-01-20,Entretenimento,Despesa 741 em entretenimento,1333.62,Transferência,3500.0,Belo Horizonte
742,2024-09-28,Transporte,Despesa 742 em transporte,239.04,Cartão de Crédito,3500.0,Salvador
743,2024-04-15,Alimentação,Despesa 743 em alimentação,620.89,Cartão de Crédito,3500.0,Rio de Janeiro
744,2024-10-15,Saúde,Despesa 744 em saúde,1241.72,Cartão de Crédito,3500.0,Salvador
745,2024-09-19,Saúde,Despesa 745 em saúde,758.5,Transferência,3500.0,São Paulo
746,2024-08-22,Alimentação,Despesa 746 em alimentação,131.68,Dinheiro,3500.0,Rio de Janeiro
747,2024-05-18,Alimentação,Despesa 747 em alimentação,403.21,Cartão de Crédito,3500.0,São Paulo
748,2024-01-13,Transporte,Despesa 748 em transporte,634.08,Transferência,3500.0,Rio de Janeiro
749,2024-01-31,Entretenimento,Despesa 749 em entretenimento,91.03,Transferência,3500.0,Salvador
750,2024-04-26,Saúde,Despesa 750 em saúde,1036.54,Cartão de Crédito,3500.0,Salvador
751,2024-07-15,Alimentação,Despesa 751 em alimentação,921.83,Cartão de Crédito,3500.0,Curitiba
752,2024-03-26,Moradia,Despesa 752 em moradia,1384.57,Cartão de Crédito,3500.0,Belo Horizonte
753,2024-04-19,Moradia,Despesa 753 em moradia,263.66,Transferência,3500.0,Salvador
754,2024-03-09,Moradia,Despesa 754 em moradia,1405.18,Cartão de Crédito,3500.0,Belo Horizonte
755,2024-03-24,Entretenimento,Despesa 755 em entretenimento,1469.89,Dinheiro,3500.0,Salvador
756,2024-10-11,Entretenimento,Despesa 756 em entretenimento,317.44,Transferência,3500.0,Belo Horizonte
757,2024-04-29,Alimentação,Despesa 757 em alimentação,656.46,Dinheiro,3500.0,Curitiba
758,2024-02-09,Moradia,Despesa 758 em moradia,1422.8,Dinheiro,3500.0,Salvador
759,2023-10-29,Entretenimento,Despesa 759 em entretenimento,993.55,Dinheiro,3500.0,Salvador
760,2024-08-24,Saúde,Despesa 760 em saúde,1264.16,Cartão de Crédito,3500.0,Belo Horizonte
761,2023-11-15,Moradia,Despesa 761 em moradia,1394.09,Transferência,3500.0,Belo Horizonte
762,2024-02-13,Alimentação,Despesa 762 em alimentação,1426.17,Cartão de Crédito,3500.0,Curitiba
763,2024-03-23,Transporte,Despesa 763 em transporte,186.65,Dinheiro,3500.0,São Paulo
764,2024-08-13,Alimentação,Despesa 764 em alimentação,489.66,Cartão de Crédito,3500.0,Belo Horizonte
765,2024-03-25,Saúde,Despesa 765 em saúde,1045.81,Cartão de Crédito,3500.0,Curitiba
766,2023-11-27,Entretenimento,Despesa 766 em entretenimento,263.34,Transferência,3500.0,Belo Horizonte
767,2024-10-01,Saúde,Despesa 767 em saúde,512.42,Transferência,3500.0,Rio de Janeiro
768,2024-05-24,Alimentação,Despesa 768 em alimentação,346.66,Dinheiro,3500.0,São Paulo
769,2023-12-20,Saúde,Despesa 769 em saúde,200.05,Dinheiro,3500.0,Curitiba
770,2024-03-07,Transporte,Despesa 770 em transporte,393.46,Cartão de Crédito,3500.0,Curitiba
771,2023-11-18,Moradia,Despesa 771 em moradia,292.12,Transferência,3500.0,Curitiba
772,2024-03-10,Alimentação,Despesa 772 em alimentação,1024.67,Cartão de Crédito,3500.0,São Paulo
773,2024-07-28,Transporte,Despesa 773 em transporte,225.57,Cartão de Crédito,3500.0,Curitiba
774,2024-03-30,Alimentação,Despesa 774 em alimentação,815.53,Dinheiro,3500.0,Curitiba
775,2023-12-15,Entretenimento,Despesa 775 em entretenimento,78.68,Transferência,3500.0,Belo Horizonte
776,2024-01-30,Entretenimento,Despesa 776 em entretenimento,1079.85,Transferência,3500.0,Salvador
777,2024-01-02,Alimentação,Despesa 777 em alimentação,739.56,Dinheiro,3500.0,Rio de Janeiro
778,2024-08-21,Alimentação,Despesa 778 em alimentação,1374.03,Cartão de Crédito,3500.0,São Paulo
779,2024-09-03,Moradia,Despesa 779 em moradia,454.0,Cartão de Crédito,3500.0,São Paulo
780,2024-09-30,Saúde,Despesa 780 em saúde,752.0,Transferência,3500.0,Salvador
781,2024-07-04,Transporte,Despesa 781 em transporte,1428.24,Transferência,3500.0,Salvador
782,2024-09-20,Alimentação,Despesa 782 em alimentação,794.58,Dinheiro,3500.0,Salvador
783,2024-03-02,Transporte,Despesa 783 em transporte,818.97,Cartão de Crédito,3500.0,Salvador
784,2024-03-27,Saúde,Despesa 784 em saúde,266.03,Dinheiro,3500.0,São Paulo
785,2024-03-27,Alimentação,Despesa 785 em alimentação,1021.15,Transferência,3500.0,São Paulo
786,2023-10-18,Transporte,Despesa 786 em transporte,1177.09,Cartão de Crédito,3500.0,Belo Horizonte
787,2023-12-09,Entretenimento,Despesa 787 em entretenimento,1441.91,Transferência,3500.0,São Paulo
788,2023-11-02,Alimentação,Despesa 788 em alimentação,913.71,Dinheiro,3500.0,Rio de Janeiro
